firstName,lastName,collegeName,currentTeam,draftTeam,draftYear,yearsPro,position
Ish,Smith,Wake Forest,"[{'teamId': '1610612763', 'seasonStart': '2010', 'seasonEnd': '2010'}, {'teamId': '1610612745', 'seasonStart': '2010', 'seasonEnd': '2010'}, {'teamId': '1610612744', 'seasonStart': '2011', 'seasonEnd': '2011'}, {'teamId': '1610612753', 'seasonStart': '2011', 'seasonEnd': '2012'}, {'teamId': '1610612749', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612756', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612760', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612755', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612755', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612740', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612765', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2010,8,G
Jason,Smith,Colorado State,"[{'teamId': '1610612755', 'seasonStart': '2007', 'seasonEnd': '2009'}, {'teamId': '1610612740', 'seasonStart': '2010', 'seasonEnd': '2013'}, {'teamId': '1610612752', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612753', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612764', 'seasonStart': '2016', 'seasonEnd': '2018'}, {'teamId': '1610612749', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612748', 'pickNum': '20', 'roundNum': '1', 'seasonYear': '2007'}",2007,10,F-C
Zhaire,Smith,Texas Tech,"[{'teamId': '1610612755', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '16', 'roundNum': '1', 'seasonYear': '2018'}",,0,G
Dennis,Smith Jr.,North Carolina State,"[{'teamId': '1610612742', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612742', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,G
Tony,Snell,New Mexico,"[{'teamId': '1610612741', 'seasonStart': '2013', 'seasonEnd': '2015'}, {'teamId': '1610612749', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '20', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,G
Ray,Spalding,Louisville,"[{'teamId': '1610612742', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '56', 'roundNum': '2', 'seasonYear': '2018'}",2018,0,F
Omari,Spellman,Villanova,"[{'teamId': '1610612737', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '30', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,F
Nik,Stauskas,Michigan,"[{'teamId': '1610612758', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612755', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612751', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612757', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612758', 'pickNum': '8', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,G
DJ,Stephens,Memphis,"[{'teamId': '1610612749', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612763', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2013,1,G-F
Lance,Stephenson,Cincinnati,"[{'teamId': '1610612754', 'seasonStart': '2010', 'seasonEnd': '2013'}, {'teamId': '1610612766', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612763', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612746', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612740', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612750', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612754', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612747', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '40', 'roundNum': '2', 'seasonYear': '2010'}",2010,8,G
Edmond,Sumner,Xavier,"[{'teamId': '1610612754', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612740', 'pickNum': '52', 'roundNum': '2', 'seasonYear': '2017'}",2017,1,G
Caleb,Swanigan,Purdue,"[{'teamId': '1610612757', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '26', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,F
Jayson,Tatum,Duke,"[{'teamId': '1610612738', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '3', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,F
Jeff,Teague,Wake Forest,"[{'teamId': '1610612737', 'seasonStart': '2009', 'seasonEnd': '2015'}, {'teamId': '1610612754', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612750', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '19', 'roundNum': '1', 'seasonYear': '2009'}",2009,9,G
Garrett,Temple,Louisiana State,"[{'teamId': '1610612758', 'seasonStart': '2009', 'seasonEnd': '2009'}, {'teamId': '1610612745', 'seasonStart': '2009', 'seasonEnd': '2009'}, {'teamId': '1610612759', 'seasonStart': '2009', 'seasonEnd': '2010'}, {'teamId': '1610612766', 'seasonStart': '2010', 'seasonEnd': '2010'}, {'teamId': '1610612749', 'seasonStart': '2010', 'seasonEnd': '2010'}, {'teamId': '1610612764', 'seasonStart': '2012', 'seasonEnd': '2015'}, {'teamId': '1610612758', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612763', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2009,8,G-F
Milos,Teodosic,,"[{'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1,G
Jared,Terrell,Rhode Island,"[{'teamId': '1610612750', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0,G
Daniel,Theis,,"[{'teamId': '1610612738', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1,F
Isaiah,Thomas,Washington,"[{'teamId': '1610612758', 'seasonStart': '2011', 'seasonEnd': '2013'}, {'teamId': '1610612756', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612738', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612747', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612743', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612758', 'pickNum': '60', 'roundNum': '2', 'seasonYear': '2011'}",2011,7,G
Khyri,Thomas,Creighton,"[{'teamId': '1610612765', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '38', 'roundNum': '2', 'seasonYear': '2018'}",2018,0,G
Lance,Thomas,Duke,"[{'teamId': '1610612740', 'seasonStart': '2011', 'seasonEnd': '2013'}, {'teamId': '1610612760', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612752', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2011,7,F
Klay,Thompson,Washington State,"[{'teamId': '1610612744', 'seasonStart': '2011', 'seasonEnd': '2018'}]","{'teamId': '1610612744', 'pickNum': '11', 'roundNum': '1', 'seasonYear': '2011'}",2011,7,G
Tristan,Thompson,Texas,"[{'teamId': '1610612739', 'seasonStart': '2011', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2011'}",2011,7,C-F
Sindarius,Thornwell,South Carolina,"[{'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '48', 'roundNum': '2', 'seasonYear': '2017'}",2017,1,G
Anthony,Tolliver,Creighton,"[{'teamId': '1610612759', 'seasonStart': '2008', 'seasonEnd': '2008'}, {'teamId': '1610612744', 'seasonStart': '2009', 'seasonEnd': '2009'}, {'teamId': '1610612757', 'seasonStart': '2009', 'seasonEnd': '2009'}, {'teamId': '1610612750', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612737', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612766', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612756', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612765', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612758', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612765', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612750', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2008,10,F
Karl-Anthony,Towns,Kentucky,"[{'teamId': '1610612750', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612750', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,C
Gary,Trent Jr.,,[],"{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",,,G
Allonzo,Trier,University of Arizona,"[{'teamId': '1610612752', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0,G
PJ,Tucker,Texas,"[{'teamId': '1610612761', 'seasonStart': '2006', 'seasonEnd': '2006'}, {'teamId': '1610612756', 'seasonStart': '2012', 'seasonEnd': '2016'}, {'teamId': '1610612761', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612745', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612761', 'pickNum': '35', 'roundNum': '2', 'seasonYear': '2006'}",2006,7,F
Evan,Turner,Ohio State,"[{'teamId': '1610612755', 'seasonStart': '2010', 'seasonEnd': '2013'}, {'teamId': '1610612754', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612738', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612757', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '2', 'roundNum': '1', 'seasonYear': '2010'}",2010,8,G-F
Myles,Turner,Texas,"[{'teamId': '1610612754', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '11', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,C-F
Ekpe,Udoh,Baylor,"[{'teamId': '1610612744', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612749', 'seasonStart': '2011', 'seasonEnd': '2013'}, {'teamId': '1610612746', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612762', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612744', 'pickNum': '6', 'roundNum': '1', 'seasonYear': '2010'}",2010,6,C-F
Tyler,Ulis,Kentucky,"[{'teamId': '1610612756', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612741', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '34', 'roundNum': '2', 'seasonYear': '2016'}",2016,2,G
Jonas,Valanciunas,"Utena, Lithuania","[{'teamId': '1610612761', 'seasonStart': '2012', 'seasonEnd': '2018'}]","{'teamId': '1610612761', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2011'}",2012,6,C
Denzel,Valentine,Michigan State,"[{'teamId': '1610612741', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '14', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,G
Jarred,Vanderbilt,Kentucky,"[{'teamId': '1610612743', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '41', 'roundNum': '2', 'seasonYear': '2018'}",,0,F
Fred,VanVleet,Wichita State,"[{'teamId': '1610612761', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2,G
Noah,Vonleh,Indiana,"[{'teamId': '1610612766', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612757', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612741', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612752', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,F
Nikola,Vucevic,Southern California,"[{'teamId': '1610612755', 'seasonStart': '2011', 'seasonEnd': '2011'}, {'teamId': '1610612753', 'seasonStart': '2012', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '16', 'roundNum': '1', 'seasonYear': '2011'}",2011,7,C
Dwyane,Wade,Marquette,"[{'teamId': '1610612748', 'seasonStart': '2003', 'seasonEnd': '2015'}, {'teamId': '1610612741', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612748', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612748', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2003'}",2003,15,G
Moritz,Wagner,Michigan,"[{'teamId': '1610612747', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612747', 'pickNum': '25', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,C
Dion,Waiters,Syracuse,"[{'teamId': '1610612739', 'seasonStart': '2012', 'seasonEnd': '2014'}, {'teamId': '1610612760', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612748', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2012'}",2012,6,G
Kemba,Walker,Connecticut,"[{'teamId': '1610612766', 'seasonStart': '2011', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2011'}",2011,7,G
Lonnie,Walker IV,Miami (FL),"[{'teamId': '1610612759', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612759', 'pickNum': '18', 'roundNum': '1', 'seasonYear': '2018'}",,0,G
John,Wall,Kentucky,"[{'teamId': '1610612764', 'seasonStart': '2010', 'seasonEnd': '2018'}]","{'teamId': '1610612764', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2010'}",2010,8,G
Tyrone,Wallace,California,"[{'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '60', 'roundNum': '2', 'seasonYear': '2016'}",2017,1,G
Brad,Wanamaker,Pittsburgh,"[{'teamId': '1610612738', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0,G
T.J.,Warren,North Carolina State,"[{'teamId': '1610612756', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '14', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,F
Yuta,Watanabe,George Washington,"[{'teamId': '1610612763', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0,G
Thomas,Welsh,California-Los Angeles,"[{'teamId': '1610612743', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '58', 'roundNum': '2', 'seasonYear': '2018'}",2018,0,C
Russell,Westbrook,UCLA,"[{'teamId': '1610612760', 'seasonStart': '2008', 'seasonEnd': '2018'}]","{'teamId': '1610612760', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2008'}",2008,10,G
Derrick,White,Colorado,"[{'teamId': '1610612759', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612759', 'pickNum': '29', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,G
Okaro,White,Florida State,"[{'teamId': '1610612748', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612764', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2,F
Hassan,Whiteside,Marshall,"[{'teamId': '1610612758', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612748', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612758', 'pickNum': '33', 'roundNum': '2', 'seasonYear': '2010'}",2010,6,C
Andrew,Wiggins,Kansas,"[{'teamId': '1610612750', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,F-G
Alan,Williams,California-Santa Barbara,"[{'teamId': '1610612756', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612751', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2015,3,F-C
C.J.,Williams,North Carolina State,"[{'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612750', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1,G
Johnathan,Williams,Gonzaga,"[{'teamId': '1610612747', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0,F
Kenrich,Williams,,"[{'teamId': '1610612740', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0,G-F
Lou,Williams,South Gwinnett HS (GA),"[{'teamId': '1610612755', 'seasonStart': '2005', 'seasonEnd': '2011'}, {'teamId': '1610612737', 'seasonStart': '2012', 'seasonEnd': '2013'}, {'teamId': '1610612761', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612747', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612745', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '45', 'roundNum': '2', 'seasonYear': '2005'}",2005,13,G
Marvin,Williams,North Carolina,"[{'teamId': '1610612737', 'seasonStart': '2005', 'seasonEnd': '2011'}, {'teamId': '1610612762', 'seasonStart': '2012', 'seasonEnd': '2013'}, {'teamId': '1610612766', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '2', 'roundNum': '1', 'seasonYear': '2005'}",2005,13,F
Troy,Williams,Indiana,"[{'teamId': '1610612763', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612745', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612752', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612758', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2,F
Robert,Williams III,Texas A&amp;M;,"[{'teamId': '1610612738', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '27', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,C-F
D.J.,Wilson,Michigan,"[{'teamId': '1610612749', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '17', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,F
Justise,Winslow,Duke,"[{'teamId': '1610612748', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612748', 'pickNum': '10', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,F
Christian,Wood,Nevada-Las Vegas,"[{'teamId': '1610612755', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612766', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612749', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2015,2,F
Delon,Wright,Utah,"[{'teamId': '1610612761', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612761', 'pickNum': '20', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,G
Guerschon,Yabusele,,"[{'teamId': '1610612738', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '16', 'roundNum': '1', 'seasonYear': '2016'}",2017,1,F
Thaddeus,Young,Georgia Tech,"[{'teamId': '1610612755', 'seasonStart': '2007', 'seasonEnd': '2013'}, {'teamId': '1610612750', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612751', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612754', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '12', 'roundNum': '1', 'seasonYear': '2007'}",2007,11,F
Trae,Young,Oklahoma,"[{'teamId': '1610612737', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612742', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,G
Cody,Zeller,Indiana,"[{'teamId': '1610612766', 'seasonStart': '2013', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,C
Ante,Zizic,,"[{'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '23', 'roundNum': '1', 'seasonYear': '2016'}",2017,1,C
Ivica,Zubac,,"[{'teamId': '1610612747', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612747', 'pickNum': '32', 'roundNum': '2', 'seasonYear': '2016'}",2016,2,C
